product_id,product_category,product_subcategory,price,listprice,discountprice,supplier,product_availability,eta
AUTO-FIL-0001,Automotive,Filters,$712.36,$975.84,$712.36,Supplier_5,Limited,2025-05-13
FURN-CAB-0002,Furniture,Cabinets,$663.92,$829.90,$663.92,Supplier_4,Limited,2025-05-07
FURN-CHR-0001,Furniture,Chairs,"$1,042.54","$1,145.65","$1,042.54","Supplier_1, Supplier_4",Limited,2025-05-10
ELEC-SM-0004,Electronics,Smartphones,$231.78,$249.23,$231.78,"Supplier_8, Supplier_4",In Stock,2025-05-04
AUTO-BAT-0002,Automotive,Batteries,$668.15,$726.25,$668.15,Supplier_7,Limited,2025-05-04
FURN-CHR-0002,Furniture,Chairs,"$1,019.38","$1,061.85","$1,019.38","Supplier_1, Supplier_2",Out of Stock,2025-05-10
GROC-BEV-0001,Groceries,Beverages,$500.51,$650.01,$500.51,"Supplier_6, Supplier_10",In Stock,2025-05-07
APPR-SHS-0001,Apparel,Shoes,"$1,275.05","$1,356.44","$1,275.05","Supplier_10, Supplier_9",In Stock,2025-05-12
APPR-SHS-0002,Apparel,Shoes,"$1,471.39","$1,634.88","$1,471.39","Supplier_4, Supplier_8",Out of Stock,2025-05-15
APPR-JKT-0001,Apparel,Jackets,$748.83,$822.89,$748.83,Supplier_1,Out of Stock,2025-05-13
FURN-CHR-0002,Furniture,Chairs,"$1,486.48","$1,769.62","$1,486.48",Supplier_8,Limited,2025-05-16
ELEC-TAB-0004,Electronics,Tablets,$812.04,"$1,041.08",$812.04,Supplier_5,In Stock,2025-05-04
ELEC-LAP-0001,Electronics,Laptops,$553.07,$564.36,$553.07,Supplier_10,In Stock,2025-05-07
ELEC-SM-0005,Electronics,Smartphones,"$1,001.95","$1,138.58","$1,001.95","Supplier_6, Supplier_10",Limited,2025-05-08
APPR-SHT-0001,Apparel,Shirts,$67.58,$76.80,$67.58,"Supplier_9, Supplier_4",Out of Stock,2025-05-17
ELEC-SM-0006,Electronics,Smartphones,$101.50,$102.53,$101.50,"Supplier_6, Supplier_9",Out of Stock,2025-05-14
GROC-VEG-0001,Groceries,Vegetables,$661.81,$769.55,$661.81,"Supplier_7, Supplier_8",Limited,2025-05-16
ELEC-CAM-0001,Electronics,Cameras,"$1,184.04","$1,578.72","$1,184.04","Supplier_3, Supplier_9",In Stock,2025-05-09
GROC-FRT-0001,Groceries,Fruits,$215.97,$227.34,$215.97,"Supplier_5, Supplier_8",Limited,2025-05-15
ELEC-TAB-0005,Electronics,Tablets,"$1,517.91","$1,807.04","$1,517.91","Supplier_2, Supplier_5",Out of Stock,2025-05-09
APPR-SHS-0003,Apparel,Shoes,$139.71,$141.12,$139.71,Supplier_8,Out of Stock,2025-05-08
APPR-SHS-0004,Apparel,Shoes,"$1,496.47","$1,943.47","$1,496.47","Supplier_1, Supplier_5",Limited,2025-05-17
GROC-SNK-0002,Groceries,Snacks,$286.37,$397.74,$286.37,"Supplier_6, Supplier_4",Limited,2025-05-06
FURN-CAB-0001,Furniture,Cabinets,$170.54,$181.43,$170.54,Supplier_10,Limited,2025-05-13
APPR-JNS-0003,Apparel,Jeans,"$1,056.75","$1,354.81","$1,056.75",Supplier_1,Out of Stock,2025-05-08
GROC-FRT-0002,Groceries,Fruits,$376.48,$488.93,$376.48,Supplier_3,Out of Stock,2025-05-04
GROC-SNK-0003,Groceries,Snacks,$412.23,$443.26,$412.23,Supplier_5,Out of Stock,2025-05-13
FURN-CAB-0003,Furniture,Cabinets,$825.17,"$1,115.10",$825.17,Supplier_2,Out of Stock,2025-05-05
FURN-CAB-0004,Furniture,Cabinets,$672.54,$840.68,$672.54,Supplier_1,Limited,2025-05-09
ELEC-TAB-0006,Electronics,Tablets,"$1,566.43","$1,631.70","$1,566.43","Supplier_8, Supplier_7",Limited,2025-05-11
APPR-JNS-0001,Apparel,Jeans,$186.79,$214.70,$186.79,"Supplier_10, Supplier_8",Limited,2025-05-08
APPR-JKT-0002,Apparel,Jackets,$137.81,$170.13,$137.81,"Supplier_10, Supplier_1",Limited,2025-05-16
FURN-CAB-0002,Furniture,Cabinets,$241.12,$251.17,$241.12,Supplier_3,Out of Stock,2025-05-05
APPR-JKT-0002,Apparel,Jackets,$425.45,$531.81,$425.45,Supplier_2,Out of Stock,2025-05-13
APPR-SHT-0002,Apparel,Shirts,$445.47,$454.56,$445.47,"Supplier_9, Supplier_1",Out of Stock,2025-05-04
GROC-VEG-0002,Groceries,Vegetables,$692.23,$777.79,$692.23,Supplier_1,Limited,2025-05-16
AUTO-FIL-0001,Automotive,Filters,$429.85,$558.25,$429.85,Supplier_1,Out of Stock,2025-05-12
APPR-JNS-0002,Apparel,Jeans,$467.89,$584.86,$467.89,"Supplier_8, Supplier_7",Limited,2025-05-15
ELEC-SM-0002,Electronics,Smartphones,$482.92,$497.86,$482.92,"Supplier_10, Supplier_6",Out of Stock,2025-05-08
APPR-JNS-0003,Apparel,Jeans,$478.39,$483.22,$478.39,"Supplier_2, Supplier_1",In Stock,2025-05-05
AUTO-FIL-0002,Automotive,Filters,"$1,600.14","$1,632.80","$1,600.14","Supplier_8, Supplier_1",Out of Stock,2025-05-04
AUTO-BAT-0002,Automotive,Batteries,"$1,336.35","$1,830.62","$1,336.35","Supplier_4, Supplier_9",In Stock,2025-05-12
APPR-JKT-0003,Apparel,Jackets,$424.77,$466.78,$424.77,Supplier_9,Limited,2025-05-11
ELEC-LAP-0002,Electronics,Laptops,"$1,184.11","$1,480.14","$1,184.11","Supplier_5, Supplier_6",In Stock,2025-05-06
APPR-JKT-0004,Apparel,Jackets,$511.43,$574.64,$511.43,Supplier_3,Limited,2025-05-08
FURN-DSK-0001,Furniture,Desks,$812.58,"$1,069.18",$812.58,"Supplier_8, Supplier_9",Out of Stock,2025-05-13
ELEC-LAP-0003,Electronics,Laptops,$524.15,$563.60,$524.15,"Supplier_9, Supplier_1",Out of Stock,2025-05-17
FURN-BED-0002,Furniture,Beds,$139.52,$172.25,$139.52,Supplier_4,In Stock,2025-05-06
AUTO-OIL-0003,Automotive,Oil,$742.24,$798.11,$742.24,Supplier_8,Limited,2025-05-16
GROC-BEV-0002,Groceries,Beverages,"$1,222.09","$1,342.96","$1,222.09",Supplier_9,Out of Stock,2025-05-10
APPR-JKT-0003,Apparel,Jackets,$522.58,$544.35,$522.58,"Supplier_10, Supplier_1",In Stock,2025-05-05
ELEC-SM-0003,Electronics,Smartphones,$600.72,$834.34,$600.72,Supplier_1,In Stock,2025-05-12
AUTO-TIR-0003,Automotive,Tires,$255.42,$364.89,$255.42,"Supplier_8, Supplier_5",Out of Stock,2025-05-12
FURN-CAB-0003,Furniture,Cabinets,"$1,402.53","$1,650.04","$1,402.53",Supplier_1,Limited,2025-05-06
APPR-JNS-0004,Apparel,Jeans,$464.01,$565.87,$464.01,Supplier_8,Out of Stock,2025-05-11
APPR-JKT-0005,Apparel,Jackets,"$1,157.72","$1,346.19","$1,157.72",Supplier_1,Limited,2025-05-04
AUTO-FIL-0002,Automotive,Filters,$699.82,$795.25,$699.82,"Supplier_1, Supplier_4",In Stock,2025-05-14
GROC-SNK-0001,Groceries,Snacks,"$1,628.59","$1,871.94","$1,628.59",Supplier_1,Limited,2025-05-07
ELEC-SM-0004,Electronics,Smartphones,"$1,081.24","$1,368.66","$1,081.24",Supplier_10,Limited,2025-05-14
AUTO-TIR-0002,Automotive,Tires,$401.52,$501.90,$401.52,"Supplier_8, Supplier_7",In Stock,2025-05-08
AUTO-OIL-0004,Automotive,Oil,$475.52,$660.45,$475.52,Supplier_1,Limited,2025-05-14
ELEC-SM-0005,Electronics,Smartphones,"$1,471.35","$1,532.66","$1,471.35",Supplier_3,Limited,2025-05-10
APPR-JNS-0005,Apparel,Jeans,"$1,291.17","$1,373.58","$1,291.17",Supplier_10,In Stock,2025-05-16
APPR-JKT-0006,Apparel,Jackets,$55.11,$69.76,$55.11,"Supplier_6, Supplier_7",Limited,2025-05-14
ELEC-SM-0007,Electronics,Smartphones,$830.12,"$1,169.19",$830.12,Supplier_2,Limited,2025-05-12
FURN-DSK-0002,Furniture,Desks,$467.88,$623.84,$467.88,"Supplier_10, Supplier_9",In Stock,2025-05-08
ELEC-CAM-0002,Electronics,Cameras,$547.33,$614.98,$547.33,"Supplier_1, Supplier_10",In Stock,2025-05-05
FURN-CHR-0003,Furniture,Chairs,$926.46,"$1,172.74",$926.46,"Supplier_4, Supplier_2",Limited,2025-05-16
FURN-BED-0003,Furniture,Beds,"$1,436.78","$1,466.10","$1,436.78","Supplier_9, Supplier_7",In Stock,2025-05-13
FURN-CHR-0004,Furniture,Chairs,"$1,403.39","$1,846.57","$1,403.39",Supplier_9,Limited,2025-05-09
APPR-JKT-0004,Apparel,Jackets,"$1,508.14","$1,885.17","$1,508.14","Supplier_4, Supplier_1",Out of Stock,2025-05-10
GROC-SNK-0002,Groceries,Snacks,$302.68,$383.14,$302.68,"Supplier_4, Supplier_8",Out of Stock,2025-05-16
FURN-BED-0002,Furniture,Beds,$741.89,$963.49,$741.89,"Supplier_9, Supplier_8",Limited,2025-05-15
ELEC-LAP-0004,Electronics,Laptops,$232.52,$310.03,$232.52,Supplier_8,Out of Stock,2025-05-13
APPR-JNS-0006,Apparel,Jeans,"$1,166.30","$1,514.68","$1,166.30",Supplier_9,Out of Stock,2025-05-17
GROC-FRT-0003,Groceries,Fruits,$680.90,$724.36,$680.90,Supplier_7,Out of Stock,2025-05-10
AUTO-TIR-0004,Automotive,Tires,"$1,702.02","$1,791.60","$1,702.02",Supplier_10,Limited,2025-05-12
AUTO-BAT-0003,Automotive,Batteries,$433.77,$522.61,$433.77,Supplier_3,Out of Stock,2025-05-10
GROC-SNK-0003,Groceries,Snacks,"$1,398.79","$1,626.50","$1,398.79","Supplier_8, Supplier_7",Out of Stock,2025-05-08
AUTO-TIR-0003,Automotive,Tires,$577.71,$760.14,$577.71,"Supplier_4, Supplier_3",In Stock,2025-05-09
AUTO-BAT-0004,Automotive,Batteries,$746.61,$785.91,$746.61,"Supplier_4, Supplier_9",In Stock,2025-05-14
FURN-CHR-0005,Furniture,Chairs,"$1,240.55","$1,747.25","$1,240.55",Supplier_9,Out of Stock,2025-05-06
APPR-JKT-0007,Apparel,Jackets,$699.21,$863.22,$699.21,Supplier_4,In Stock,2025-05-07
AUTO-TIR-0005,Automotive,Tires,"$1,694.35","$1,970.17","$1,694.35","Supplier_9, Supplier_3",In Stock,2025-05-12
APPR-SHS-0002,Apparel,Shoes,"$1,515.83","$1,943.37","$1,515.83",Supplier_7,Limited,2025-05-05
GROC-BEV-0002,Groceries,Beverages,$966.24,"$1,305.73",$966.24,Supplier_7,Limited,2025-05-16
AUTO-BAT-0003,Automotive,Batteries,"$1,008.22","$1,381.12","$1,008.22",Supplier_5,In Stock,2025-05-07
FURN-CHR-0006,Furniture,Chairs,"$1,235.77","$1,471.15","$1,235.77","Supplier_4, Supplier_2",Out of Stock,2025-05-07
FURN-CHR-0007,Furniture,Chairs,$117.80,$117.80,$117.80,"Supplier_8, Supplier_5",Out of Stock,2025-05-15
ELEC-SM-0006,Electronics,Smartphones,"$1,046.06","$1,394.74","$1,046.06","Supplier_10, Supplier_1",Limited,2025-05-06
AUTO-FIL-0003,Automotive,Filters,"$1,462.82","$1,556.19","$1,462.82",Supplier_8,Out of Stock,2025-05-12
FURN-CAB-0005,Furniture,Cabinets,"$1,296.03","$1,775.38","$1,296.03","Supplier_10, Supplier_7",Out of Stock,2025-05-09
APPR-SHS-0003,Apparel,Shoes,"$1,069.75","$1,288.86","$1,069.75",Supplier_5,Limited,2025-05-04
ELEC-SM-0008,Electronics,Smartphones,"$1,345.39","$1,660.98","$1,345.39","Supplier_2, Supplier_6",Limited,2025-05-04
ELEC-SM-0009,Electronics,Smartphones,"$1,189.89","$1,252.52","$1,189.89","Supplier_7, Supplier_6",Limited,2025-05-13
ELEC-CAM-0003,Electronics,Cameras,$942.37,"$1,308.85",$942.37,Supplier_1,In Stock,2025-05-11
ELEC-TAB-0001,Electronics,Tablets,"$1,271.12","$1,629.64","$1,271.12",Supplier_1,Limited,2025-05-05
APPR-JKT-0005,Apparel,Jackets,$321.38,$338.30,$321.38,"Supplier_1, Supplier_9",In Stock,2025-05-12
APPR-SHS-0005,Apparel,Shoes,"$1,054.03","$1,463.93","$1,054.03","Supplier_10, Supplier_3",In Stock,2025-05-04
APPR-JKT-0006,Apparel,Jackets,"$1,377.28","$1,788.68","$1,377.28",Supplier_10,In Stock,2025-05-16
GROC-FRT-0002,Groceries,Fruits,$199.15,$216.47,$199.15,"Supplier_1, Supplier_6",Out of Stock,2025-05-04
APPR-SHS-0006,Apparel,Shoes,$742.28,"$1,045.47",$742.28,Supplier_5,In Stock,2025-05-10
FURN-BED-0003,Furniture,Beds,"$1,144.72","$1,217.79","$1,144.72",Supplier_8,In Stock,2025-05-04
ELEC-CAM-0004,Electronics,Cameras,"$1,551.06","$1,938.83","$1,551.06","Supplier_4, Supplier_5",Limited,2025-05-14
ELEC-SM-0010,Electronics,Smartphones,$494.53,$561.97,$494.53,"Supplier_2, Supplier_1",Out of Stock,2025-05-14
ELEC-LAP-0005,Electronics,Laptops,"$1,449.73","$1,858.63","$1,449.73",Supplier_6,Limited,2025-05-15
ELEC-TAB-0002,Electronics,Tablets,"$1,694.18","$1,841.50","$1,694.18","Supplier_5, Supplier_8",In Stock,2025-05-10
FURN-CHR-0008,Furniture,Chairs,"$1,286.09","$1,531.06","$1,286.09",Supplier_8,Limited,2025-05-09
GROC-SNK-0004,Groceries,Snacks,$670.80,$849.11,$670.80,Supplier_10,Limited,2025-05-14
GROC-BEV-0003,Groceries,Beverages,"$1,193.46","$1,371.79","$1,193.46","Supplier_10, Supplier_8",In Stock,2025-05-09
APPR-SHT-0002,Apparel,Shirts,$81.00,$95.29,$81.00,Supplier_3,In Stock,2025-05-07
FURN-CAB-0006,Furniture,Cabinets,"$1,346.84","$1,548.09","$1,346.84","Supplier_1, Supplier_7",Out of Stock,2025-05-06
FURN-BED-0004,Furniture,Beds,$971.09,"$1,244.99",$971.09,Supplier_1,Limited,2025-05-05
APPR-JKT-0008,Apparel,Jackets,$996.47,"$1,048.92",$996.47,"Supplier_8, Supplier_3",Limited,2025-05-12
AUTO-TIR-0006,Automotive,Tires,"$1,718.20","$1,974.94","$1,718.20",Supplier_9,Out of Stock,2025-05-13
ELEC-SM-0011,Electronics,Smartphones,$308.23,$346.33,$308.23,"Supplier_9, Supplier_7",Limited,2025-05-13
FURN-CHR-0003,Furniture,Chairs,"$1,803.09","$1,918.18","$1,803.09","Supplier_2, Supplier_6",Limited,2025-05-11
APPR-JNS-0004,Apparel,Jeans,$530.38,$679.97,$530.38,"Supplier_2, Supplier_4",Out of Stock,2025-05-12
AUTO-TIR-0004,Automotive,Tires,$484.97,$598.73,$484.97,Supplier_4,Out of Stock,2025-05-13
ELEC-SM-0007,Electronics,Smartphones,"$1,227.48","$1,728.85","$1,227.48","Supplier_8, Supplier_10",Limited,2025-05-09
APPR-SHT-0003,Apparel,Shirts,$665.61,$924.46,$665.61,Supplier_9,In Stock,2025-05-14
GROC-FRT-0003,Groceries,Fruits,"$1,146.94","$1,415.98","$1,146.94",Supplier_8,Limited,2025-05-13
ELEC-TAB-0003,Electronics,Tablets,"$1,291.99","$1,556.62","$1,291.99",Supplier_1,Out of Stock,2025-05-15
FURN-CAB-0004,Furniture,Cabinets,"$1,566.89","$1,632.18","$1,566.89",Supplier_7,Limited,2025-05-06
ELEC-LAP-0006,Electronics,Laptops,$814.32,"$1,163.32",$814.32,Supplier_3,Limited,2025-05-15
AUTO-TIR-0007,Automotive,Tires,"$1,327.54","$1,818.55","$1,327.54","Supplier_8, Supplier_7",Out of Stock,2025-05-10
ELEC-TAB-0004,Electronics,Tablets,$988.55,"$1,392.33",$988.55,Supplier_2,In Stock,2025-05-08
GROC-SNK-0005,Groceries,Snacks,$931.13,"$1,163.91",$931.13,"Supplier_8, Supplier_9",Out of Stock,2025-05-16
GROC-FRT-0004,Groceries,Fruits,$903.42,"$1,026.61",$903.42,Supplier_1,Out of Stock,2025-05-06
GROC-FRT-0005,Groceries,Fruits,"$1,865.62","$1,943.35","$1,865.62","Supplier_2, Supplier_9",In Stock,2025-05-04
FURN-CHR-0009,Furniture,Chairs,$473.03,$556.51,$473.03,"Supplier_2, Supplier_8",Limited,2025-05-17
AUTO-TIR-0005,Automotive,Tires,$981.59,"$1,274.79",$981.59,"Supplier_10, Supplier_4",Out of Stock,2025-05-09
APPR-JNS-0007,Apparel,Jeans,$177.25,$196.94,$177.25,"Supplier_2, Supplier_4",In Stock,2025-05-10
APPR-JKT-0009,Apparel,Jackets,"$1,138.21","$1,405.20","$1,138.21","Supplier_7, Supplier_1",Limited,2025-05-11
GROC-VEG-0003,Groceries,Vegetables,$462.81,$557.60,$462.81,"Supplier_3, Supplier_10",Out of Stock,2025-05-15
ELEC-CAM-0005,Electronics,Cameras,"$1,727.84","$1,763.10","$1,727.84","Supplier_2, Supplier_6",Limited,2025-05-11
GROC-FRT-0004,Groceries,Fruits,$864.01,$993.12,$864.01,Supplier_5,Out of Stock,2025-05-17
APPR-SHT-0004,Apparel,Shirts,$752.79,"$1,017.29",$752.79,Supplier_3,In Stock,2025-05-11
ELEC-CAM-0002,Electronics,Cameras,$781.78,"$1,015.30",$781.78,Supplier_7,In Stock,2025-05-08
ELEC-LAP-0003,Electronics,Laptops,$906.17,"$1,147.05",$906.17,Supplier_10,Out of Stock,2025-05-04
APPR-JKT-0007,Apparel,Jackets,$711.75,$711.75,$711.75,"Supplier_9, Supplier_1",In Stock,2025-05-10
GROC-VEG-0001,Groceries,Vegetables,$157.28,$172.84,$157.28,Supplier_10,In Stock,2025-05-15
ELEC-LAP-0007,Electronics,Laptops,"$1,375.97","$1,618.79","$1,375.97","Supplier_6, Supplier_9",Out of Stock,2025-05-05
GROC-FRT-0005,Groceries,Fruits,$379.40,$519.72,$379.40,"Supplier_9, Supplier_6",Limited,2025-05-12
APPR-JKT-0010,Apparel,Jackets,"$1,049.36","$1,116.34","$1,049.36","Supplier_4, Supplier_6",Out of Stock,2025-05-08
AUTO-FIL-0003,Automotive,Filters,"$1,468.53","$1,579.06","$1,468.53",Supplier_1,Out of Stock,2025-05-05
FURN-CHR-0004,Furniture,Chairs,$873.04,"$1,105.12",$873.04,Supplier_2,Limited,2025-05-13
GROC-SNK-0006,Groceries,Snacks,$146.30,$195.06,$146.30,Supplier_7,Limited,2025-05-06
GROC-BEV-0004,Groceries,Beverages,"$1,383.05","$1,920.90","$1,383.05",Supplier_3,Limited,2025-05-12
AUTO-FIL-0004,Automotive,Filters,$742.81,$905.86,$742.81,Supplier_5,In Stock,2025-05-05
FURN-BED-0004,Furniture,Beds,"$1,537.06","$1,766.73","$1,537.06","Supplier_5, Supplier_6",Limited,2025-05-07
ELEC-CAM-0003,Electronics,Cameras,"$1,327.33","$1,746.49","$1,327.33",Supplier_6,In Stock,2025-05-16
FURN-DSK-0003,Furniture,Desks,$738.76,$753.84,$738.76,Supplier_2,Limited,2025-05-04
APPR-JNS-0008,Apparel,Jeans,$281.35,$338.97,$281.35,"Supplier_9, Supplier_2",In Stock,2025-05-17
ELEC-TAB-0005,Electronics,Tablets,$412.32,$528.62,$412.32,"Supplier_8, Supplier_2",In Stock,2025-05-05
GROC-BEV-0003,Groceries,Beverages,$629.64,$715.50,$629.64,"Supplier_3, Supplier_2",Limited,2025-05-10
AUTO-TIR-0008,Automotive,Tires,$939.93,$949.42,$939.93,Supplier_1,In Stock,2025-05-16
GROC-FRT-0006,Groceries,Fruits,"$1,297.96","$1,707.84","$1,297.96",Supplier_5,Out of Stock,2025-05-17
AUTO-FIL-0005,Automotive,Filters,$306.38,$309.47,$306.38,"Supplier_7, Supplier_5",In Stock,2025-05-08
AUTO-OIL-0005,Automotive,Oil,$901.94,"$1,113.50",$901.94,"Supplier_4, Supplier_5",Out of Stock,2025-05-13
GROC-VEG-0002,Groceries,Vegetables,$690.52,$822.05,$690.52,Supplier_2,Limited,2025-05-13
ELEC-TAB-0007,Electronics,Tablets,"$1,485.48","$1,747.62","$1,485.48","Supplier_4, Supplier_3",Limited,2025-05-15
FURN-DSK-0004,Furniture,Desks,$627.72,$627.72,$627.72,"Supplier_7, Supplier_6",In Stock,2025-05-05
ELEC-LAP-0008,Electronics,Laptops,$111.42,$112.55,$111.42,"Supplier_3, Supplier_2",Out of Stock,2025-05-13
APPR-SHT-0003,Apparel,Shirts,$917.32,$936.04,$917.32,"Supplier_7, Supplier_3",Limited,2025-05-09
FURN-BED-0005,Furniture,Beds,$938.67,"$1,322.07",$938.67,Supplier_8,In Stock,2025-05-05
GROC-VEG-0004,Groceries,Vegetables,"$1,595.47","$1,969.72","$1,595.47",Supplier_6,Limited,2025-05-09
AUTO-TIR-0006,Automotive,Tires,$574.58,$586.31,$574.58,"Supplier_6, Supplier_8",In Stock,2025-05-17
AUTO-BAT-0005,Automotive,Batteries,"$1,246.51","$1,501.82","$1,246.51",Supplier_9,Out of Stock,2025-05-10
GROC-FRT-0007,Groceries,Fruits,$762.69,$778.26,$762.69,Supplier_5,In Stock,2025-05-04
FURN-DSK-0004,Furniture,Desks,$553.10,$779.01,$553.10,"Supplier_6, Supplier_7",Out of Stock,2025-05-14
FURN-CHR-0010,Furniture,Chairs,$838.44,$838.44,$838.44,"Supplier_9, Supplier_10",Out of Stock,2025-05-08
FURN-CAB-0005,Furniture,Cabinets,"$1,374.36","$1,431.62","$1,374.36","Supplier_2, Supplier_3",Out of Stock,2025-05-05
FURN-CHR-0005,Furniture,Chairs,$588.95,$774.93,$588.95,Supplier_5,In Stock,2025-05-09
ELEC-LAP-0009,Electronics,Laptops,$185.17,$192.89,$185.17,"Supplier_10, Supplier_8",In Stock,2025-05-08
ELEC-SM-0012,Electronics,Smartphones,"$1,385.14","$1,871.81","$1,385.14",Supplier_6,In Stock,2025-05-09
ELEC-TAB-0006,Electronics,Tablets,"$1,142.69","$1,313.44","$1,142.69","Supplier_3, Supplier_6",Limited,2025-05-14
ELEC-LAP-0004,Electronics,Laptops,$199.74,$205.92,$199.74,Supplier_2,Limited,2025-05-13
AUTO-FIL-0006,Automotive,Filters,$267.52,$304.00,$267.52,Supplier_9,Out of Stock,2025-05-06
ELEC-CAM-0004,Electronics,Cameras,"$1,261.84","$1,520.29","$1,261.84","Supplier_8, Supplier_5",Limited,2025-05-14
ELEC-SM-0008,Electronics,Smartphones,"$1,106.85","$1,272.24","$1,106.85",Supplier_7,Limited,2025-05-12
GROC-BEV-0005,Groceries,Beverages,"$1,852.02","$1,852.02","$1,852.02","Supplier_7, Supplier_6",Limited,2025-05-11
GROC-BEV-0004,Groceries,Beverages,$729.16,$784.04,$729.16,"Supplier_3, Supplier_6",Out of Stock,2025-05-14
GROC-VEG-0005,Groceries,Vegetables,"$1,144.09","$1,315.05","$1,144.09","Supplier_2, Supplier_4",In Stock,2025-05-05
FURN-DSK-0005,Furniture,Desks,$347.33,$399.23,$347.33,"Supplier_3, Supplier_7",Out of Stock,2025-05-13
ELEC-SM-0013,Electronics,Smartphones,$90.26,$110.07,$90.26,"Supplier_1, Supplier_2",Limited,2025-05-10
APPR-SHS-0004,Apparel,Shoes,$985.13,$995.08,$985.13,Supplier_9,Out of Stock,2025-05-12
APPR-JKT-0008,Apparel,Jackets,"$1,365.07","$1,950.10","$1,365.07",Supplier_9,In Stock,2025-05-05
FURN-CAB-0007,Furniture,Cabinets,"$1,576.34","$1,811.88","$1,576.34",Supplier_6,Limited,2025-05-05
APPR-JKT-0009,Apparel,Jackets,"$1,104.24","$1,533.67","$1,104.24",Supplier_9,Out of Stock,2025-05-10
FURN-CAB-0008,Furniture,Cabinets,$163.08,$168.12,$163.08,"Supplier_5, Supplier_9",Out of Stock,2025-05-17
APPR-JNS-0005,Apparel,Jeans,$493.33,$632.48,$493.33,"Supplier_8, Supplier_7",Out of Stock,2025-05-12
AUTO-TIR-0009,Automotive,Tires,$212.72,$259.42,$212.72,Supplier_1,In Stock,2025-05-04
FURN-CHR-0006,Furniture,Chairs,$80.38,$84.61,$80.38,Supplier_7,Out of Stock,2025-05-05
GROC-VEG-0006,Groceries,Vegetables,"$1,100.32","$1,183.14","$1,100.32",Supplier_7,Limited,2025-05-04
AUTO-OIL-0002,Automotive,Oil,"$1,181.42","$1,193.35","$1,181.42","Supplier_10, Supplier_6",Out of Stock,2025-05-12
AUTO-FIL-0004,Automotive,Filters,"$1,732.26","$1,785.84","$1,732.26",Supplier_1,Limited,2025-05-05
APPR-SHS-0007,Apparel,Shoes,$918.80,"$1,208.95",$918.80,"Supplier_10, Supplier_7",Out of Stock,2025-05-17
AUTO-BAT-0006,Automotive,Batteries,$211.59,$293.88,$211.59,Supplier_6,In Stock,2025-05-12
FURN-BED-0005,Furniture,Beds,$325.92,$446.46,$325.92,Supplier_8,In Stock,2025-05-14
APPR-SHT-0005,Apparel,Shirts,$781.93,$797.89,$781.93,"Supplier_5, Supplier_9",In Stock,2025-05-11
APPR-JKT-0010,Apparel,Jackets,"$1,787.59","$1,986.21","$1,787.59",Supplier_2,In Stock,2025-05-10
APPR-JKT-0011,Apparel,Jackets,"$1,523.22","$1,637.87","$1,523.22","Supplier_10, Supplier_5",Out of Stock,2025-05-17
APPR-JNS-0009,Apparel,Jeans,"$1,629.31","$1,770.99","$1,629.31","Supplier_1, Supplier_3",Out of Stock,2025-05-13
ELEC-CAM-0006,Electronics,Cameras,$92.24,$129.91,$92.24,"Supplier_8, Supplier_4",In Stock,2025-05-15
FURN-CHR-0007,Furniture,Chairs,"$1,036.66","$1,036.66","$1,036.66",Supplier_5,Limited,2025-05-16
APPR-JNS-0010,Apparel,Jeans,"$1,232.12","$1,270.23","$1,232.12",Supplier_2,Out of Stock,2025-05-11
APPR-SHS-0008,Apparel,Shoes,$406.96,$535.48,$406.96,"Supplier_6, Supplier_7",Out of Stock,2025-05-08
FURN-CHR-0011,Furniture,Chairs,$941.17,"$1,206.63",$941.17,"Supplier_5, Supplier_7",In Stock,2025-05-09
AUTO-TIR-0007,Automotive,Tires,$370.72,$463.40,$370.72,"Supplier_8, Supplier_3",In Stock,2025-05-06
APPR-JNS-0006,Apparel,Jeans,"$1,152.46","$1,516.40","$1,152.46",Supplier_8,Limited,2025-05-12
APPR-JKT-0011,Apparel,Jackets,"$1,553.21","$1,652.35","$1,553.21",Supplier_2,In Stock,2025-05-06
GROC-VEG-0007,Groceries,Vegetables,"$1,719.91","$1,869.47","$1,719.91","Supplier_1, Supplier_6",Out of Stock,2025-05-09
FURN-CHR-0008,Furniture,Chairs,$833.56,"$1,141.86",$833.56,"Supplier_2, Supplier_6",In Stock,2025-05-16
AUTO-OIL-0003,Automotive,Oil,$937.41,"$1,186.59",$937.41,"Supplier_2, Supplier_7",In Stock,2025-05-15
ELEC-SM-0014,Electronics,Smartphones,$355.81,$391.00,$355.81,"Supplier_3, Supplier_6",Limited,2025-05-09
ELEC-CAM-0007,Electronics,Cameras,"$1,498.39","$1,628.68","$1,498.39","Supplier_4, Supplier_6",Out of Stock,2025-05-14
GROC-VEG-0003,Groceries,Vegetables,"$1,155.01","$1,500.01","$1,155.01",Supplier_6,In Stock,2025-05-17
AUTO-FIL-0007,Automotive,Filters,$715.04,$882.76,$715.04,Supplier_3,In Stock,2025-05-10
APPR-SHS-0009,Apparel,Shoes,$463.79,$635.33,$463.79,Supplier_4,Limited,2025-05-11
AUTO-FIL-0008,Automotive,Filters,$816.70,"$1,008.27",$816.70,"Supplier_3, Supplier_1",Limited,2025-05-06
APPR-JKT-0012,Apparel,Jackets,"$1,339.29","$1,762.22","$1,339.29",Supplier_10,Limited,2025-05-06
